A,B,C,mu,alpha,homo,lumo,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,gap
3.5636,1.90781,1.27398,3.723,63.21,-0.235,-0.0393,897.6932,0.108397,-415.853652,-415.8464,-415.845456,-415.885393,26.545,-1360.468377414,-1368.359930598,-1376.0644861,-1266.1280468451,0.1957
3.63551,1.93228,1.29698,4.0812,58.85,-0.2576,-0.0592,872.408,0.095927,-435.728225,-435.721243,-435.720298,-435.759784,25.207,-1294.032744566,-1301.2051724361,-1308.316104424,-1206.315771492,0.1984
3.5542,1.86465,1.26704,1.987,62.74,-0.2208,-0.0713,901.7129,0.107854,-415.818992,-415.811765,-415.810821,-415.850718,26.516,-1338.718915474,-1346.626156383,-1354.330711885,-1244.36917227,0.1495
1.90067,1.75757,0.9366,0.8947,74.18,-0.2308,-0.0469,1186.2867,0.124727,-471.111166,-471.102776,-471.101832,-471.144307,31.337,-1469.2658878341,-1478.2204412641,-1487.110361267,-1359.6833636551,0.1839
3.63253,1.87296,1.26723,1.7934,59.37,-0.2398,-0.0795,884.1224,0.094807,-435.696079,-435.68893,-435.687985,-435.727791,25.662,-1273.860840252,-1280.928474119,-1288.039406107,-1186.239876055,0.1603
1.92309,1.76749,0.93782,1.1893,70.87,-0.2395,-0.0542,1166.5996,0.111675,-490.988764,-490.980436,-490.979492,-491.021929,30.492,-1404.7284697111,-1412.833375955,-1421.130299953,-1301.898569881,0.1854
3.30102,1.8717,1.22122,0.9503,76.18,-0.2132,-0.019,976.3459,0.142093,-363.848521,-363.840458,-363.839514,-363.881886,29.757,-1642.1860329281,-1652.2355895631,-1661.71913308,-1529.3724649081,0.1943
3.03359,1.92201,1.19605,1.953,73.57,-0.1831,-0.0051,973.6951,0.130823,-379.899514,-379.891634,-379.89069,-379.931464,29.391,-1525.5804280211,-1534.8556385501,-1543.746186062,-1418.256308733,0.178
3.527,1.92635,1.27062,1.8423,67.98,-0.2203,-0.0323,911.4061,0.120069,-395.962326,-395.954718,-395.953774,-395.99428,28.527,-1416.391351985,-1424.948064709,-1433.245616216,-1315.4471167,0.188
3.18941,1.81762,1.23492,0.5562,72.68,-0.2352,0.0109,977.5379,0.141812,-363.840516,-363.832645,-363.831701,-363.87272,29.649,-1637.162823383,-1647.3328617461,-1656.816405263,-1523.6207174141,0.2461
3.2791,1.82152,1.24148,1.951,65.75,-0.2487,-0.0081,935.3095,0.118408,-399.761374,-399.753759,-399.752815,-399.793593,28.33,-1451.167273256,-1459.7202209261,-1468.017772433,-1350.749518022,0.2406
3.2101,1.79812,1.22534,1.1905,75.48,-0.2182,-0.025,984.8898,0.142334,-363.845436,-363.837548,-363.836604,-363.878051,29.448,-1640.2501676631,-1650.4095383731,-1659.89308189,-1526.9659678931,0.1933
3.47594,1.76468,1.26481,2.3655,72.6,-0.1868,-0.0114,948.5351,0.13107,-379.895569,-379.887852,-379.886908,-379.92736,29.171,-1523.1049050161,-1532.4823995121,-1541.372947024,-1415.6810117971,0.1754
3.36099,1.80802,1.24684,1.0771,68.56,-0.2288,-0.0349,935.1055,0.11893,-399.768959,-399.761388,-399.760444,-399.801327,28.038,-1455.926929021,-1464.507487087,-1472.805038594,-1355.602672628,0.194
2.84762,1.81747,1.17249,0.7843,74.52,-0.2373,0.0142,1040.9074,0.165695,-365.049473,-365.041233,-365.040289,-365.082007,31.236,-1767.942601582,-1779.658194612,-1790.327730139,-1641.2366118111,0.2515
2.9404,1.8522,1.19536,1.1276,67.37,-0.2483,0.0035,991.4155,0.141808,-400.964629,-400.956594,-400.95565,-400.997039,29.593,-1578.3689951371,-1588.435494515,-1597.919038032,-1464.70013235,0.2518
3.32305,1.69838,1.24401,1.0914,67.32,-0.2458,0.003,979.0962,0.141746,-400.96759,-400.959559,-400.958615,-401.00015,29.645,-1580.227049286,-1590.2960587,-1599.779602217,-1466.6523128491,0.2487
2.94275,1.84486,1.19361,1.5792,67.24,-0.2482,0.0017,987.7314,0.142191,-400.973483,-400.965489,-400.964545,-401.005869,29.942,-1583.924959823,-1594.01718707,-1603.500730587,-1470.24103682,0.25
3.04361,1.87281,1.21458,1.6898,60.22,-0.2601,-0.0096,940.2622,0.118218,-436.886204,-436.878394,-436.87745,-436.918538,28.332,-1392.8233689631,-1401.253324869,-1409.550876376,-1292.221753592,0.2505
3.87215,1.36681,1.10525,0.8625,68.35,-0.2452,0.0022,1066.4433,0.14023,-400.94407,-400.935451,-400.934507,-400.977141,31.743,-1565.4680376061,-1575.168071728,-1584.651615245,-1452.2139582681,0.2475
3.16374,1.50454,1.18561,0.9309,75.38,-0.2388,0.0107,1075.2289,0.163753,-365.019468,-365.010568,-365.009624,-365.05294,32.926,-1749.114194037,-1760.415631127,-1771.085166654,-1622.996807708,0.2495
3.13885,1.56976,1.26188,1.3799,68.17,-0.2471,-0.0017,1002.2987,0.140402,-400.944263,-400.935637,-400.934692,-400.97731,31.607,-1565.589146843,-1575.284788402,-1584.76770441,-1452.320007289,0.2454
3.48133,1.45652,1.0909,0.8087,73.52,-0.2194,0.0069,1099.934,0.151713,-381.054664,-381.045833,-381.044889,-381.087832,32.099,-1622.595829457,-1633.0513844151,-1643.127923937,-1502.665054359,0.2263
4.2511,1.37129,1.13282,2.1986,61.51,-0.257,-0.0152,1011.8116,0.116971,-436.869157,-436.860931,-436.859987,-436.902113,30.097,-1382.12622304,-1390.295135202,-1398.592686709,-1281.914918267,0.2418
2.60184,1.82096,1.20818,0.7144,75.23,-0.2402,0.0087,1051.1976,0.163732,-365.020967,-365.011969,-365.011025,-365.054623,33.001,-1750.0548300281,-1761.2947712361,-1771.964306763,-1624.0529053551,0.2489
2.80884,1.84273,1.23391,1.0848,67.84,-0.2502,-0.0035,991.9667,0.140452,-400.945283,-400.936742,-400.935798,-400.978167,31.538,-1566.2292060231,-1575.978185847,-1585.461729364,-1452.857782502,0.2467
2.65005,1.82754,1.22921,1.0611,72.13,-0.2283,0.0037,1025.0429,0.152368,-381.06199,-381.053177,-381.052233,-381.095177,32.324,-1627.192960391,-1637.6598105111,-1647.736350033,-1507.274107964,0.232
2.73275,1.81142,1.26962,1.0573,68.25,-0.2454,-0.0015,994.3105,0.139744,-400.944839,-400.936142,-400.935198,-400.977986,31.401,-1565.9505920271,-1575.601680447,-1585.085223964,-1452.744203373,0.2438
2.85195,1.86506,1.24602,2.1197,60.61,-0.2516,-0.0148,942.6517,0.116653,-436.866149,-436.85771,-436.856766,-436.899112,30.436,-1380.238675968,-1388.273928713,-1396.57148022,-1280.031763758,0.2368
3.65889,1.65619,1.29229,1.1696,73.11,-0.2272,0.0191,968.3299,0.141188,-363.797894,-363.789997,-363.789053,-363.829814,30.015,-1610.4171347851,-1620.5708579141,-1630.054401431,-1496.6968162601,0.2463
3.81425,1.66419,1.30462,0.9404,69.67,-0.2287,0.0058,943.9272,0.129493,-379.835651,-379.827879,-379.826935,-379.867524,29.116,-1485.505820754,-1494.848802255,-1503.739349767,-1378.133383273,0.2345
3.75958,1.65556,1.28865,2.1755,69.6,-0.2271,0.0124,951.6997,0.129602,-379.834021,-379.826253,-379.825309,-379.865857,29.298,-1484.482981084,-1493.8284726211,-1502.719020133,-1377.08732577,0.2395
3.81967,1.65755,1.28912,1.8075,65.6,-0.2475,0.0022,935.9036,0.116809,-399.718672,-399.710992,-399.710048,-399.750492,28.589,-1424.3713839381,-1432.883543523,-1441.18109503,-1323.703252613,0.2497
3.83782,1.64542,1.3016,1.1501,65.87,-0.2311,0.0128,926.3244,0.117434,-399.717868,-399.710232,-399.709288,-399.749552,28.873,-1423.866866702,-1432.406636683,-1440.70418819,-1323.113394153,0.2439
4.19289,1.25452,1.05737,0.5905,75.11,-0.2365,0.0181,1152.3635,0.164388,-365.018512,-365.009691,-365.008746,-365.05249,31.999,-1748.514295433,-1759.865305734,-1770.534213752,-1622.714428658,0.2545
4.08101,1.37116,1.13074,1.1905,67.69,-0.2468,0.0082,1062.5716,0.140628,-400.939473,-400.930841,-400.929896,-400.973688,30.223,-1562.5833787331,-1572.275255238,-1581.758171246,-1450.047169691,0.2549
4.18386,1.28911,1.08374,1.9621,67.36,-0.2435,0.0071,1091.0592,0.140538,-400.93522,-400.926487,-400.925543,-400.969886,30.171,-1559.914582956,-1569.543081052,-1579.026624569,-1447.661380473,0.2507
3.24462,1.53269,1.22454,1.9277,68.61,-0.2297,-0.0006,1020.2299,0.139953,-400.944721,-400.935966,-400.935021,-400.978794,31.886,-1565.876545965,-1575.491238863,-1584.974154871,-1453.251230645,0.2292
3.24448,1.47986,1.10408,0.533,75.22,-0.2338,0.0151,1111.5379,0.16318,-365.015586,-365.006211,-365.005266,-365.050654,33.64,-1746.6782040991,-1757.6815744141,-1768.350482432,-1621.5623221341,0.249
4.00606,1.20241,1.1415,1.2258,72.86,-0.2303,0.0098,1120.3946,0.152324,-381.060489,-381.05156,-381.050616,-381.094008,32.667,-1626.2510693821,-1636.645128458,-1646.72166798,-1506.540549943,0.2401
4.1155,1.21189,1.14795,1.485,69.05,-0.2402,-0.0019,1097.6393,0.139498,-400.943181,-400.934351,-400.933407,-400.976632,31.904,-1564.9101821051,-1574.477811828,-1583.961355345,-1451.894556187,0.2383
3.38588,1.37688,1.30346,1.029,72.08,-0.2248,-0.0027,1041.1251,0.151588,-381.048755,-381.039631,-381.038686,-381.083215,32.537,-1618.8878787761,-1629.159573597,-1639.23548561,-1499.767845306,0.2222
5.02462,1.32461,1.26693,1.4886,73.3,-0.2339,0.0363,1015.9136,0.141967,-363.760384,-363.752821,-363.751877,-363.791998,29.049,-1586.8792721951,-1597.2425833301,-1606.726126847,-1472.9669359161,0.2702
5.4415,1.3026,1.26087,0.3516,70.3,-0.2309,0.0224,1002.9025,0.130468,-379.795581,-379.788129,-379.787185,-379.8271,28.317,-1460.3615351241,-1469.9053195051,-1478.795867017,-1352.766959457,0.2533
5.54604,1.30508,1.26109,1.7254,66.31,-0.246,0.0093,989.8258,0.117175,-399.668736,-399.661333,-399.660388,-399.700241,27.902,-1393.0360945141,-1401.722074092,-1410.01899809,-1292.170297854,0.2552
3.38737,1.83485,1.46869,0.1178,69.86,-0.2288,0.0229,889.2568,0.12976,-379.788573,-379.781153,-379.780209,-379.820041,28.336,-1455.963952052,-1465.5278167211,-1474.418364233,-1348.337373426,0.2517
3.34527,1.82238,1.45502,1.1243,65.15,-0.2463,0.0225,875.438,0.11863,-399.69203,-399.684932,-399.683988,-399.723226,27.515,-1407.65328916,-1416.530658983,-1424.82821049,-1306.593592219,0.2688
3.34953,1.83328,1.44992,0.5447,61.9,-0.2502,0.0068,860.4683,0.106886,-415.719865,-415.712848,-415.711903,-415.751065,26.838,-1276.515830831,-1284.55484863,-1292.258776623,-1181.836017893,0.257
3.49527,1.75005,1.41577,2.1516,58.5,-0.2482,0.0037,864.2011,0.093564,-435.592515,-435.585356,-435.584412,-435.623896,26.671,-1208.873498176,-1215.934856953,-1223.04641645,-1121.0448285,0.2519
4.6301,1.51494,1.32155,0.8502,70.7,-0.2398,0.0106,948.1058,0.143335,-363.826812,-363.819738,-363.818794,-363.858035,27.855,-1628.563440047,-1639.233603083,-1648.7171466,-1514.405747749,0.2505
4.8316,1.51862,1.30964,2.1155,67.42,-0.2361,0.0133,931.8433,0.131848,-379.868504,-379.861543,-379.860599,-379.899694,27.099,-1506.121373931,-1515.973265231,-1524.863812743,-1398.320347803,0.2494
4.912,1.53018,1.31444,1.7673,63.46,-0.2463,0.0064,911.2735,0.119038,-399.752684,-399.745817,-399.744872,-399.783859,26.308,-1445.714220046,-1454.736544448,-1463.033468446,-1344.641345416,0.2526
4.79533,1.56024,1.44607,1.1525,71.79,-0.235,0.0233,905.4825,0.14419,-363.813558,-363.806932,-363.805988,-363.844152,26.774,-1620.246435761,-1631.1977228291,-1640.681266346,-1505.694040302,0.2583
5.03707,1.56438,1.45293,1.6867,64.31,-0.2465,0.0091,870.8229,0.119793,-399.729389,-399.722913,-399.721969,-399.759952,25.514,-1431.0963978911,-1440.3640783121,-1448.661629819,-1329.639487753,0.2555
4.99749,1.58246,1.46314,0.9295,68.0,-0.2297,0.0153,878.3961,0.132615,-379.838071,-379.831577,-379.830633,-379.868585,25.887,-1487.024392534,-1497.169330537,-1506.059878049,-1378.799170322,0.245
3.32006,1.53024,1.11568,0.9885,71.35,-0.2476,0.0006,1034.6524,0.116847,-362.572085,-362.564007,-362.563063,-362.604856,29.646,-1469.062574918,-1477.32561343,-1485.623164937,-1369.247228324,0.2482
3.338,1.54228,1.12623,4.1953,66.16,-0.2657,-0.0185,1006.2356,0.106697,-378.679221,-378.671532,-378.670588,-378.71184,27.453,-1387.687207798,-1395.3051670581,-1403.00972256,-1294.153853803,0.2472
3.44644,1.51992,1.1188,1.3861,67.88,-0.2405,-0.0045,1015.9481,0.10555,-378.605528,-378.597633,-378.596689,-378.637936,28.837,-1341.444187061,-1348.932879467,-1356.637434969,-1247.778428667,0.236
3.46957,1.53059,1.12851,4.7936,62.66,-0.2602,-0.0234,988.0729,0.095305,-394.711391,-394.703873,-394.702929,-394.743598,26.746,-1259.270000984,-1266.10608403,-1273.217643527,-1171.855487248,0.2369
3.60023,1.50057,1.14313,1.374,64.16,-0.26,-0.0117,991.4555,0.09295,-398.484737,-398.476969,-398.476025,-398.517148,27.831,-1277.917685937,-1284.597519242,-1291.709078739,-1190.991374203,0.2482
3.62759,1.50983,1.1525,4.1798,59.01,-0.2793,-0.0323,964.5825,0.082664,-414.588373,-414.580987,-414.580042,-414.620556,25.753,-1194.346037317,-1200.376398807,-1206.89433479,-1113.654027498,0.247
3.76675,1.40466,1.15112,2.1314,66.29,-0.2458,-0.0312,1018.1858,0.11689,-399.753014,-399.744986,-399.744042,-399.786311,28.329,-1445.921298016,-1454.215084469,-1462.512635976,-1346.179997484,0.2147
3.27407,1.5112,1.08758,3.1199,62.86,-0.2405,-0.0352,1024.6843,0.105566,-415.786491,-415.778585,-415.777641,-415.819533,27.714,-1318.324245465,-1325.805407763,-1333.509963265,-1224.800304105,0.2053
3.30096,1.53664,1.10991,2.751,59.26,-0.2516,-0.0481,996.7966,0.092782,-435.664361,-435.656568,-435.655624,-435.697324,26.8,-1253.95750979,-1260.621027861,-1267.732587358,-1167.121559352,0.2035
2.67711,1.63885,1.07757,0.7493,75.64,-0.2408,0.0085,1123.4515,0.16428,-365.018586,-365.009783,-365.008839,-365.052241,32.218,-1748.5607310991,-1759.9230365621,-1770.592572089,-1622.5581789171,0.2493
4.16994,1.21937,0.99217,1.0612,72.7,-0.2292,0.0041,1187.1414,0.152975,-381.056525,-381.047845,-381.046901,-381.089938,31.478,-1623.7636237061,-1634.313932523,-1644.390472045,-1503.9865883131,0.2333
4.42626,1.21216,1.00665,1.0274,69.01,-0.2465,-0.0016,1162.8623,0.140324,-400.937232,-400.928673,-400.927728,-400.970589,30.55,-1561.1771310641,-1570.914815726,-1580.397731734,-1448.1025193001,0.245
2.90128,1.65838,1.11245,0.7256,69.13,-0.2451,-0.0014,1060.4499,0.140379,-400.93151,-400.922959,-400.922015,-400.964951,30.55,-1557.5865245661,-1567.3292293001,-1576.812772817,-1444.564623558,0.2436
2.61063,1.80707,1.13007,2.0261,68.39,-0.2484,-0.0033,1036.252,0.14151,-400.94272,-400.934458,-400.933514,-400.975663,30.357,-1564.6209004561,-1574.5449552911,-1584.028498808,-1451.286499966,0.2451
4.43421,1.22456,1.01599,2.1934,65.22,-0.2403,-0.004,1112.8552,0.130248,-416.978754,-416.970551,-416.969607,-417.011832,29.605,-1438.628388418,-1447.700286031,-1456.590833543,-1331.7560756101,0.2363
4.66134,1.21678,1.02153,2.1034,61.6,-0.2513,-0.0099,1095.7539,0.117389,-436.858212,-436.850107,-436.849163,-436.891167,28.842,-1375.2581370351,-1383.502977786,-1391.800529293,-1275.046204753,0.2414
3.18147,1.5787,1.1449,0.4096,73.05,-0.2331,-0.0335,1029.0079,0.116749,-362.571238,-362.562982,-362.562038,-362.604466,30.177,-1468.531074795,-1476.682416705,-1484.979968212,-1369.002499814,0.1996
2.56764,1.96749,1.20955,1.199,70.37,-0.2378,-0.0393,959.2746,0.105954,-378.611657,-378.603732,-378.602788,-378.644107,28.997,-1345.290189722,-1352.760056858,-1360.46461236,-1251.650786706,0.1985
2.42511,1.68961,1.0959,0.8239,75.58,-0.2298,0.0184,1127.4889,0.164357,-365.014603,-365.005687,-365.004743,-365.04839,32.849,-1746.061362752,-1757.3527596981,-1768.022295225,-1620.141641758,0.2482
2.96242,1.54009,1.17212,1.726,71.3,-0.2318,-0.0001,1067.8567,0.153374,-381.056749,-381.047984,-381.04704,-381.090466,31.662,-1623.9041857221,-1634.401156274,-1644.477695796,-1504.317913065,0.2316
2.45839,1.75493,1.11046,1.1961,68.04,-0.2452,0.0012,1076.33,0.139996,-400.935988,-400.927248,-400.926304,-400.969775,31.207,-1560.396509868,-1570.020615401,-1579.504158918,-1447.5917269741,0.2465
3.42444,1.43046,1.14733,1.3936,67.74,-0.2454,-0.0033,1062.6336,0.141212,-400.935647,-400.92716,-400.926216,-400.969061,31.131,-1560.182529299,-1569.9653946091,-1579.448938126,-1447.1436855481,0.2421
3.56415,1.61784,1.23925,0.9086,73.57,-0.2286,0.0067,993.0919,0.141329,-363.797806,-363.789934,-363.78899,-363.830227,29.605,-1610.361913993,-1620.531324847,-1630.014868364,-1496.955977477,0.2353
3.59558,1.64351,1.24841,1.0482,70.13,-0.2315,-0.0056,967.0609,0.130342,-379.839441,-379.831798,-379.830854,-379.871542,28.55,-1487.8840798641,-1497.308010026,-1506.198557538,-1380.654714435,0.226
3.72127,1.61761,1.23969,1.8637,66.41,-0.2466,-0.0142,957.3509,0.117412,-399.718548,-399.711023,-399.710079,-399.750613,27.799,-1424.293572822,-1432.9029963021,-1441.200547809,-1323.779181202,0.2324
3.74758,1.60217,1.24656,1.1709,70.0,-0.2176,0.0023,972.2368,0.12998,-379.833171,-379.825482,-379.824538,-379.865176,28.917,-1483.949598434,-1493.3446631821,-1502.235210694,-1376.659992141,0.22
3.91594,1.58345,1.24991,0.9391,66.56,-0.2295,-0.0034,957.0614,0.117233,-399.712995,-399.705463,-399.704519,-399.744821,28.054,-1420.809015345,-1429.414046262,-1437.711597769,-1320.144649074,0.2261
3.40608,1.81942,1.34827,1.1585,72.13,-0.2299,0.0148,932.2433,0.141629,-363.793275,-363.785534,-363.784589,-363.825016,29.604,-1607.5186707141,-1617.7702852471,-1627.253201255,-1493.6860280781,0.2448
3.48744,1.82162,1.35611,1.9694,68.79,-0.2314,0.008,911.5571,0.130034,-379.828259,-379.820641,-379.819697,-379.859948,28.845,-1480.867274226,-1490.3068921131,-1499.197439625,-1373.379375089,0.2394
3.522,1.83315,1.3643,1.7424,64.67,-0.2505,-0.0027,891.6231,0.117305,-399.710753,-399.703247,-399.702303,-399.742412,28.026,-1419.4021401671,-1428.023486318,-1436.321037825,-1318.632979893,0.2478
3.53477,1.82505,1.35667,0.9642,68.82,-0.2303,0.0019,909.6024,0.129874,-379.829961,-379.822331,-379.821387,-379.861653,28.754,-1481.9352945441,-1491.3673823231,-1500.257929835,-1374.449277934,0.2322
3.62911,1.86667,1.40354,0.8025,64.86,-0.2387,0.0036,871.7481,0.118228,-399.718646,-399.711219,-399.710275,-399.750181,28.159,-1424.355068704,-1433.025988066,-1441.323539573,-1323.508097314,0.2423
3.64958,1.8211,1.37468,2.7895,61.97,-0.2372,-0.0027,869.6187,0.106974,-415.752282,-415.745125,-415.74418,-415.783651,27.104,-1296.857790084,-1304.808956623,-1312.512884616,-1202.284026167,0.2345
3.6665,1.83575,1.38109,1.7223,58.0,-0.2508,-0.0144,851.0046,0.09414,-435.632781,-435.625711,-435.624767,-435.664142,26.354,-1234.1407755701,-1241.257982648,-1248.369542145,-1146.299555714,0.2364
4.83996,1.43892,1.2722,0.9635,72.07,-0.2382,0.007,979.5217,0.14239,-363.794188,-363.786831,-363.785887,-363.826182,28.027,-1608.091586431,-1618.58416442,-1628.067707937,-1494.417703572,0.2452
5.21394,1.45294,1.28386,2.0856,65.41,-0.2466,-0.0097,936.889,0.118715,-399.711969,-399.704975,-399.704031,-399.74345,26.179,-1420.165191111,-1429.10782187,-1437.405373377,-1319.284334235,0.2369
5.17557,1.44663,1.28621,1.2078,65.0,-0.2464,-0.0034,933.9206,0.118602,-399.715016,-399.708014,-399.707069,-399.746464,26.284,-1422.077211034,-1431.014821721,-1439.311745719,-1321.175646361,0.243
5.04729,1.45704,1.28593,1.1582,68.49,-0.223,-0.0029,953.7358,0.130891,-379.826062,-379.818892,-379.817948,-379.857794,26.982,-1479.488636953,-1489.209378872,-1498.099926384,-1372.027720703,0.2201
4.09454,1.43086,1.34692,1.226,72.79,-0.2283,0.0156,980.4545,0.14159,-363.792876,-363.785131,-363.784187,-363.824764,29.549,-1607.268294623,-1617.51739912,-1627.000942637,-1493.5278958101,0.2439
4.32119,1.42625,1.36163,1.1958,69.39,-0.2278,0.0013,957.7303,0.129956,-379.828433,-379.820845,-379.819901,-379.860187,28.636,-1480.9764607921,-1490.4349039491,-1499.325451461,-1373.52934974,0.2291
4.31492,1.44454,1.38027,1.3157,65.45,-0.2292,0.0146,927.0499,0.118048,-399.717353,-399.709901,-399.708957,-399.748974,28.249,-1423.543699567,-1432.1989312041,-1440.496482711,-1322.750693951,0.2438
4.85849,1.6329,1.32915,1.1915,72.55,-0.2185,-0.0328,901.5222,0.120139,-362.621188,-362.61458,-362.613636,-362.651726,26.128,-1499.875149345,-1509.060626087,-1517.358177594,-1398.658575154,0.1857
4.96122,1.64538,1.3335,1.7672,68.84,-0.228,-0.0398,881.553,0.108648,-378.656024,-378.649541,-378.648597,-378.686504,25.33,-1373.130881525,-1381.505616639,-1389.210172141,-1278.255285779,0.1882
5.04526,1.65503,1.34067,1.8724,64.55,-0.2415,-0.0535,861.8692,0.095902,-398.537427,-398.531058,-398.530114,-398.567867,24.532,-1310.981135147,-1318.538853543,-1325.65041304,-1222.818003174,0.188
5.21683,1.62558,1.33715,1.036,69.44,-0.2131,-0.0352,879.0062,0.108369,-378.659133,-378.65264,-378.651695,-378.689602,25.224,-1375.081807006,-1383.45026703,-1391.154195023,-1280.199308661,0.1778
4.40275,1.57904,1.29548,1.1002,71.87,-0.2277,0.017,950.5206,0.14356,-363.827826,-363.820723,-363.819779,-363.858995,27.913,-1629.199734173,-1639.851699448,-1649.335242965,-1515.008156389,0.2446
4.53514,1.58602,1.30265,1.7299,68.5,-0.2305,0.0103,929.1474,0.132158,-379.867929,-379.860969,-379.860025,-379.899011,27.096,-1505.760556256,-1515.6130750651,-1524.503622577,-1397.891759156,0.2408
4.61501,1.59658,1.30936,1.8769,64.65,-0.246,-0.002,909.2753,0.119407,-399.751695,-399.744835,-399.743891,-399.782764,26.262,-1445.093613645,-1454.1203306101,-1462.417882117,-1343.954223061,0.244
4.65413,1.62013,1.32,0.8787,64.76,-0.2338,0.0036,902.3572,0.119022,-399.739905,-399.732947,-399.732003,-399.771065,26.556,-1437.695282535,-1446.6605036181,-1454.958055125,-1336.61299527,0.2374
4.3783,1.66927,1.62797,0.9564,69.3,-0.233,0.0036,838.0004,0.119647,-362.575851,-362.569323,-362.568379,-362.60637,25.909,-1471.425773812,-1480.661451274,-1488.959002781,-1370.19727695,0.2366
4.43355,1.68757,1.64495,1.875,65.59,-0.2271,-0.0092,817.2056,0.10828,-378.610885,-378.604482,-378.603538,-378.641314,25.141,-1344.805752774,-1353.2306886081,-1360.93524411,-1249.898154069,0.2179
4.5867,1.67208,1.6294,1.5774,61.7,-0.2382,-0.0151,807.0742,0.0953,-398.487937,-398.481581,-398.480637,-398.518384,24.595,-1279.925714737,-1287.49159075,-1294.603150247,-1191.766975327,0.2231
4.07157,1.61574,1.57023,1.1239,71.76,-0.2385,0.0239,889.3408,0.144212,-363.806084,-363.799283,-363.798339,-363.836898,27.008,-1615.556433495,-1626.397906488,-1635.881450005,-1501.142090016,0.2623
4.30838,1.6281,1.58404,1.5306,65.07,-0.2407,0.0057,850.8724,0.119802,-399.716892,-399.710318,-399.709374,-399.747567,25.602,-1423.254417918,-1432.460602457,-1440.758153964,-1321.867788788,0.2464
4.24334,1.60547,1.55448,0.1657,68.44,-0.2293,0.0196,875.3666,0.132802,-379.842434,-379.835706,-379.834762,-379.873241,26.363,-1489.7622143011,-1499.7603151981,-1508.65086271,-1381.720852226,0.2489
4.2831,1.61349,1.56682,1.4241,64.33,-0.2491,0.0095,859.3288,0.119718,-399.721098,-399.714436,-399.713492,-399.751905,25.777,-1425.893720772,-1435.044684519,-1443.3422360259,-1324.58992283,0.2586
5.35329,1.68876,1.51456,1.3376,64.76,-0.2333,0.0107,821.6884,0.107914,-378.597348,-378.591085,-378.590141,-378.627638,24.508,-1336.311163441,-1344.823950535,-1352.528506037,-1241.316340985,0.244
5.10742,1.68956,1.50421,1.5749,68.37,-0.2253,0.0282,842.9468,0.119582,-362.562224,-362.555809,-362.554865,-362.592612,25.493,-1462.874708669,-1472.1812946481,-1480.478846155,-1361.564008128,0.2535
5.28548,1.70189,1.50806,1.4924,65.17,-0.2319,0.0076,824.3801,0.108193,-378.609493,-378.603215,-378.602271,-378.639805,24.441,-1343.932260246,-1352.435634705,-1360.140190207,-1248.9512429881,0.2396
5.33988,1.71559,1.52878,2.0959,60.88,-0.2343,0.0112,803.2722,0.095097,-398.469113,-398.462913,-398.461968,-398.499369,24.153,-1268.113485321,-1275.7772527381,-1282.888184726,-1179.834891692,0.2455
5.69508,2.57472,1.77311,1.2641,58.19,-0.243,-0.0087,646.1342,0.092123,-331.411639,-331.406505,-331.405561,-331.440449,20.115,-1324.616278208,-1332.061044984,-1338.580235985,-1245.208779312,0.2343
6.0401,2.58449,1.81001,0.9015,53.89,-0.2626,-0.0204,620.837,0.080683,-347.459586,-347.454601,-347.453656,-347.488338,18.924,-1206.099280887,-1212.7483662511,-1218.673933738,-1133.032760436,0.2422
5.86549,2.64196,1.82151,1.9081,54.15,-0.259,-0.0328,619.2353,0.080595,-347.456674,-347.451683,-347.450738,-347.48542,18.976,-1204.271974679,-1210.917294989,-1216.842862476,-1131.201689174,0.2262
6.0816,2.76907,1.90272,1.2151,50.27,-0.268,-0.0598,587.5551,0.068827,-363.508158,-363.503312,-363.502368,-363.53684,17.906,-1087.974476691,-1093.821605553,-1099.154804544,-1021.241404577,0.2082
6.06795,2.70281,1.86991,1.0018,49.78,-0.2608,-0.0539,593.2708,0.068855,-363.504227,-363.499332,-363.498388,-363.532944,18.01,-1085.507738812,-1091.324119733,-1096.657318724,-1018.796629513,0.2069
5.90361,2.70366,1.85441,2.9725,53.92,-0.2597,-0.0319,613.1003,0.080753,-347.466594,-347.461636,-347.460692,-347.495316,18.863,-1210.496863959,-1217.162892066,-1223.089087062,-1137.411518238,0.2278
6.11303,2.84218,1.94013,3.4815,49.41,-0.269,-0.054,581.0486,0.069183,-363.519194,-363.514378,-363.513434,-363.547867,17.709,-1094.899666015,-1100.765620147,-1106.098819138,-1028.16094632,0.2149
6.0816,2.76907,1.90272,1.2151,50.27,-0.268,-0.0598,587.5551,0.068827,-363.508158,-363.503312,-363.502368,-363.53684,17.906,-1087.974476691,-1093.821605553,-1099.154804544,-1021.241404577,0.2082
6.25917,2.72039,1.89624,1.9091,49.34,-0.2718,-0.0449,587.8896,0.069165,-363.517297,-363.512453,-363.511509,-363.545987,17.794,-1093.709281442,-1099.557665322,-1104.890864313,-1026.9812294,0.2269
6.47919,2.86448,1.98632,1.2187,44.68,-0.2928,-0.0676,556.1854,0.057617,-379.572458,-379.567741,-379.566797,-379.601107,16.669,-979.719134047,-984.758031317,-989.498234303,-919.342728103,0.2251
